;; -*- coding: utf-8 -*-
[Comment]

[Parameter]
first-char=yxwvtsrqpnmlkjihgfedcb
total-char=yxwtsrqpnmlkjihgfdcuzovea;/.,b
page-length=3

[Punctuation]
{ 『
hl 话
hl, 祜
hl,, 戽
hl; 祸
hl;v 扈
hla 诃
hla; 诙
hlaa 讧
hle 户
hle, 谎
hlev 诲
hlo 褐
hlu 罕
hluu 讳
hluuu 袆
hlv 诨
hlz 欢
hlza 鹤
hm 火
hm, 糊
hm,v 煳
hm; 烩
hm;; 焓
hm;u 烀
hma 烘
hma, 豢
hme 煌
hmev 糇
hmo 焊
hmuu 乎[hu]
hmz 焕
hmz; 貉
hn 害
hn, 寒
hn,; 怙
hn; 豁
hna 怀
hna; 恢
hnao 恒
hnao, 黉
hnaou 宦
hnav 宏
hnav, 憾
hnavv 宦
hne 慌
hneu 惶
hnev 悔
hno 悍
hno, 逭
hnoa 寰
hnu 恍
hnv 恨
hnz 惚
hnza 鲎
ho 回
ho, 蝴
ho,, 骸 黑[h.]
ho,; 岵
ho; 蛤
hoa 虹
hoaa 蚶
hoao 蟥
hoav 贿
hoav, 蟪
hoe 蝗
hoe; 骺
hoee 蠖
hoev 蚝
hoo 幌
hoo; 蛔
hooa 圜
hov 患
hoz 囫
hp 哈
hq 后
hq, 航
hqo 逅
hr 音
hr; 晗
hre 晦
hre, 颢
hre; 皓
hro 遑
hru 皇
hru, 昊
hruu 旱
hruuu 鼾
hruz 晃
hrv 晖
hrz 毁
hrz; 曷
hs 好
hs; 轷
hs;a 或[h/]
hsa 互
hso 嬛
hsu 划
hsv 轰
hsv, 惑
hsz 婚
ht 和
ht, 禾
ht,, 氦
hta 簧
hte 篁
htev 篌
hto 秽
htz 鹄
htze 笏
hu 乎
hu, 壕
hua 坏
hue 堠
huo 盍
huu 赫
huua 壶
huv 郝
huv, 恚
huz 觳
hv 不
hv, 孩
hv,, 胲
hv; 隳
hve 隍
hvv 函
hw 将
hw, 猢
hw,, 斛
hw,; 訇
hw,u 鲩
hwe 凰
hwe, 狐
hwee 獾
hwee, 鹱
hweu 鳇
hwev 猴
hwo 昏
hwo, 奂
hwoa 馄
hwov 猾
hwv 忽
hwv, 狠
hx 红
hx, 骇
hx; 缓
hx;u 绘
hxe 骅
hxeu 绗
hxev 纥
hxo 缳
hxoo 缋
hxv 幻
hy 站
hy, 镐
hy; 钬
hy;; 铪
hy;u 锾
hye 镬
hye, 铧
hyu 壑
hyz 虎
hyzv 锪
hz 化
hzo 贺
i 这样
i, 这么
i. 怎
i/ 再
i; 住
ia 左
ia, 丈
ia,o 殖
ia; 仄
iaa 砸
iaav 臧
iae 斫
iaea 砟
iao 逐
iau 砖
iau; 砧
iaua 在[id]
iaz 磔
ib 自己
ib; 粥
ib;; 咫
ibaz 展[be]
ibe 张
ibo 昼
ibou 帚
ic 种
ic, 桩
ic,, 梓
ic,,u 樟
ic,a 柱
ic,e 榨
ic,o 植
ic,u 棕
ic,v 枝
ic; 樽
ic;; 枳
ica 杖
ica; 柘
icao 楂
icau 桎
ice 株
ice, 椎
icea 柞
icev 栀
icu 桢
icu, 栈
icue 榛
icuo 棹
icv 枕
icv, 槠
icvu 杼
icvv 札
id 在
id, 注
id,, 滓
id,,u 漳
id,o 渚
id,u 汁
id; 洲
id;a 澡
id;u 浞
id;v 滋
ida 滞
ida, 涿
ida; 湛
idae 浙
idao 渣
ide 洙
ido 浊
idu 渍
idu; 沾
idue 溱
iduo 浈
idv 治
idve 涨
idvea 濯
idvo 淄
idvu 泽
idz 沼
idz, 潴
ie 着
ie, 著
ie,, 蔗
ie,; 藻
ie,a 苎
ie,o 菹
iea 葬
ieae 蘸
iee 茱
ieo 蕞
ieu 芷
ieue 蓁
ieuz 茈
iev 芝
iev, 蒸
ieva 荮
ievu 茁
if 正
if, 煮
if,, 枣
if,,u 斟
if,; 醉
if,u 鬃
if; 职
if;, 真[fm]
if;a 哉
ifa 载
ifa, 栽
ifa,, 甄 酎
ifaa 正[if]
ifaaa 再[i/] 整[ff]
ife 政
ifea 酢
ifo 遭
ifoa 者[fr]
ifoaa 直[fo]
ifu 髭
ifuo 赜
ifv 支
ifvu 鄹
ifvv 翥
ifz 酌
ifzo 酯
ig 专
ig, 璋
ig; 珍
iga 琢
ige 珠
igeo 瓒
igo 责
igo, 赘
igoa 盏
igu 奏
igv 耔
ih 族
ih, 章
ih,, 瘴 装[hh]
ih,a 麈
ih,aa 疰
ih; 座
ih;, 卒
ih;,, 粢
ih;a 咨
ih;e 疹
iha 状
iha, 瘃
ihaa 症 主[iw]
ihau 震
ihauu 斋
ihe 准
ihea 痄
ihee 彰
ihez 旃
iho 资
iho, 遮 这[rh]
ihoz 衷
ihu 庄
ihu; 站[hy]
ihua 壮
ihua, 痔
ihuv 痣
ihv 恣
ihv, 戆
ihvu 鄣
ihz 姿
ihza 妆
ihzaa 鹧
ihzu 瘵
ii 只
ii, 吱
ii,e 咤
ii,o 啫
ii,u 踪
ii,v 嘲
ii; 躁
ii;a 噪
ii;u 唑
ii;v 踯
ii;v, 嗞
iia 咂
iia, 啄
iia; 跖
iiae 哳
iiau 啭
iie 咱
iie, 踬
iiea 咋
iieaa 踵
iieav 唣
iieo 躜
iiev 吒
iio 躅
iioa 嘬
iiu 嘴
iiu, 足[ip]
iiua 趾
iiuo 啧
iiuz 呲
iiv 嘱
iiz 咒
iizu 啁
ij 作
ij, 值
ij,a 伫 住[i;]
ij,aa 隹
ij,e 做[jf]
ij,o 僮
ij; 众
ija 仗
ijaa 佐
ijau 侄
ije 掌
ije, 侏
ijo 仲
ijoa 俎
ijou 闸
ijouu 侧
iju 坐
ijuo 债
ijuo, 侦
ijuou 倬
ijv 仔
ijz 偬
ijzv 仉
ik 指
ik, 摘
ik,, 摭
ik,a 拄
ik,o 撞
ik; 哲
ik;a 撙
ik;u 捉
ik;v 掷
ika 征
ika, 找[ks]
ikao 揸
ikau 振
ike 折
ike, 抓[kq]
ikeo 攥
ikeo, 攒
ikeu 挚
iko 蛰
iko, 贽
iko,, 蜇
ikoe 拽
ikoe, 徵
iku 揍
ikv 择
ikva 撰
ikva, 搌
ikvaa 拯
ikve 擢
ikvea 摺
ikvu 拙
ikvu, 絷
ikvv 扎
ikvz 拶
ikz 招
ikz, 执
ikza 鸷
ikzv 挣
il 之
il, 诸
il,, 谪
il,; 谆
il,;, 禛
il,;a 谘
il,o 褚
il; 祝
il;, 禚
il;e 诊
ila 证
ila, 冢
ila,, 诼
ilao 谮
ilav 诹
ile 诛
ile, 翟
ilea 诈
ileaa 祚
ilo 祖
ilo, 蚤
iloa 诅
ilu 祯
ilua 祉
ilv 肇
ilve 褶
ilz 诌
ilz, 祗
ilz,a 谵
ilz; 诏
ilza 鸩
ilzv 诤
im 总
im, 粽
im,a 炷
im; 燥
ima 尊
ima, 甑
imao 糟
ime 炸
imee 豸
imo 遵
imo, 烛
imoa 着[ie]
imu 州
imu; 粘
imua 灶
imv 籽
imva 孳
imvu 郑
imvv 兹
imz 兆
imz, 灼
imzo 糌
imzu 繇
in 字
in, 宰
in,v 忮
in; 灾
in;o 憎
in;v 忪
ina 怔
ina, 寨
inau 窒
inav 窀
ine 窄
inea 怍
inev 宅
ino 宙
inoa 惴
inu 宗
io 中
io, 置
io,, 幛
io,,u 嶂
io,a 贮
io,aa 蛀
io,o 幢
io,ou 蟑
io,u 赃
io; 赠
io;, 赚
io;; 帜
io;a 赚
io;e 畛
io;o 罾
io;v 嵫
ioa 赈
ioaa 贼
ioae 崭
ioau 蛭
ioe 帐
ioe, 账
ioe,, 帙 蛛 颛
ioe; 蜘
ioea 蚱
ioev 眨
ioo 盅
ioov 崽
iou 罪
iou, 罩
ioua 峙
iouo 帧
iouo, 帻
iouu 则[iu]
iouz 眦
iov 忠
iova 胄
iove 瞩
ioz 助
ioz, 瞻
iozu 赒
iozv 睁
iozvu 峥
ip 足
iq 质
iq, 舟
iq,, 爪
iqe 舴
iqo 舯
iqoa 舳
iqv 卮
ir 自
ir, 照
ir,a 曌
ir,u 早[rf]
ira 皂
ira; 昃
irao 齄
irav 最[nr]
ire 昨
iro 追
irz 昭
is 至
is, 辙
is,, 嫜
is; 轸
is;; 轵
is;a 錾
isa 辄
isau 轾
ise 致
iseu 斩
iso 暂
isoa 轴
isoaa 妯
isou 匝
isu 转
isue 臻
isv 轧
isvo 辎
isvu 郅
isvv 屯
isz 姊
it 制
it, 朱
it,; 稹
it,o 箸
it;a 知[ti]
ita 乍
itaa 箴 重[cn]
itao 簪
itaz 筑
itaza 籀
ite 竹
ite, 稚
ite,, 秩 笊
ite,a 雉
itea 笮
ito 造
ito, 赞
ito,, 迮
itoa 智
itoa, 纂
itoaa 租
itou 种[ic]
itu 毡
itua 竺
ituo 箦
itv 篆
itv, 怎[i.]
itvu 邾
itvv 乇
itz 笫
itze 秭
itzv 筝
iu 则
iu, 赭
iu,o 埴
iu,z 趑
iu; 赵
iu;, 黹
iu;o 增
iu;v 凿
iue 圳
iueo 趱
iuo 螫
iuu 址
iuu, 走[fj]
iuu; 喆
iuv 志
iv 子
iv, 脏
iv,, 障
iv,a 膣
iv,u 腙
iv,v 肢
iv; 朕
iv;e 胗
iva 阵
iva, 肘
iva,, 奘
ivav 肫
ivav, 陬
ive 胀
ive, 孜
ivea 胙
iveaa 阼
iveo 臜
ivo 阻
ivou 肿
ivu 坠
ivuu 陟
ivv 骘
ivz 脂
ivz, 胝
iw 主
iw, 猪
iw,, 獐
iw,; 詹
iw; 炙
iw;a 鳟
iw;o 觯
iwa 杂
iwa, 橥
iwav 鲰
iwo 旨
iwoa 昝
iwoo 螽
iwu 周
iwuu 祭
iwv 争
iwva 馔
iwvo 鲻
iwvu 邹
iwz 皱
iwzv 狰
ix 组
ix, 综
ix,; 缜
ix,a 驻
ix,a, 绽
ix; 织
ix;; 纵
ix;o 缯
ixa 骤
ixa, 纣
ixe 缒
ixe, 骓
ixea 彘
ixeo 缵
ixo 驵
ixoa 甾
ixv 缀
ixvo 缁
ixz 纸
ixz, 终[iz]
ixzv 绉
ixzva 驺
iy 战
iy, 针
iy,; 镇
iy,;a 訾
iy,e 镞
iy,o 锗
iy,u 卓
iy; 占
iy;u 锃
iya 止
iya, 桌
iya; 砦
iyaa 钲
iye 锥
iye, 铢
iyea 锺
iyo 钟
iyo, 贞
iyo,, 赀
iyou 铡
iyoz 镯
iyu 钻
iyua 铸
iyuu 钊
iyuz 龇
iyv 紫
iyvo 锱
iyz 铮
iyzz 觜
iz 终
iz; 召
j 就是
j, 交
j. 计
j/ 极
j; 九
ja 就
ja; 厥
ja;, 硷
jaa 戛
jaa; 碱
jaaa 碱
jaao 礓
jae 歼
jae, 礁
jao 碣
jau 劂
jauu 剞
jauuu 丌
jav 殛
java 厩
jaz 矶
jb 尽
jb, 居
jb; 局
jb;a 君
jba 既
jbao 疆
jbe 屐
jbe; 屦
jbeu 犟
jbo 届
jboa 暨
jbu 剧
jbv 建
jbv, 忌
jbva 弪
jbvu 郡 即[jv]
jbvv 己[bc]
jc 机
jc, 杰
jc,u 榉
jc; 检
jc;a 楫
jca 楷
jca; 橛
jcao 槿
jcaz 柩
jce 栉
jcea 桕
jco 枧
jcu 禁
jcu; 桔
jcuo 槛
jcuv 椒
jcv 橘
jcv, 椐
jcvv 楗
jcz 枷
jcz, 极[j/]
jcz; 枸
jczz 桷
jd 渐
jd, 济
jd; 涓
jd;v 湔
jda 酒
jda, 渠
jda,, 浃
jdaa 江
jdaaa 豇
jdaav 浇
jde 激
jde; 湫
jdea 洎
jdo 溅
jdoa 沮
jdu 洁
jdu, 浅
jduo 涧
jdv 津
jdv; 浚
jdva 泾
jdvv 浸
jdz 汲
jdza 洚
je 节
je, 警
je,; 茭
je,a 茳
je,e 蒺
je,eu 荠
je,o 菅
je,v 芰
je,z 蒋
je,za 蒟
je; 芥
je;, 蒹
je;; 莒
je;a 蕺
jea 荐
jea, 荚
jea; 蕨
jeaa 苣
jee 敬
jee, 蕉
jeo 茧
jeoa 苴
jeoe 菌
jeu 荆
jeua 藉
jeuv 菁
jev 茎
jev, 荩
jevv 葭
jez 菊
jez, 芨
jez; 茄
jezu 蓟
jezv 艽
jf 做
jf, 兢
jf,, 柬
jf,v 酵
jfa 戟
jfa, 棘
jfa,, 戬
jfe 救
jfe, 聚 教[ft]
jfe,, 醮
jfe,a 截
jfe; 鬏
jfea 鞯
jfeu 靳
jfo 晋
jfo, 贾
jfo,, 赍
jfoa 堇
jfoz 觐
jfu 基
jfu; 髻
jfua 墼
jfua, 醵
jfv 鄄
jfvv 嘏
jfz 鞠
jfz, 鞫
jg 进
jg, 戋
jga 瑾
jgo 靓
jgu 击
jgu, 珏
jguo 耩
jguu 井
jgv 琚
jgv, 玦
jgv,, 恝
jgvo 珺
jgz 静
jgz, 玖
jgz; 珈
jgzv 玑
jh 决
jh, 夹
jh,e 霁
jh,v 瘠
jh; 京
jh;; 交[j,]
jh;e 疥
jh;z 竞
jha 减
jha, 奖 就[ja]
jha,, 桨
jhaa 酱
jhao 廑
jhe 疾
jhe, 颊
jhe,, 麇
jhee 旌
jho 迹
jho, 浆
jhoa 疽
jhoz 竭
jhu 靖
jhua 齑
jhuu 剂
jhv 脊
jhv; 竣
jhva 痉
jhvu 郊
jhvuu 疖 郏
jhvv 瘕
jhz 竟
jhz, 疚
jhz; 痂
jhza 鹫 将[hw]
jhzv 净
jhzvv 麂
ji 叫
ji, 跻
ji,; 跤
ji,e 哜
ji; 嚼
ji;a 嗟
jia 距
jia, 戢
jia; 噘
jia;, 蹶
jiae 喈
jiau 噤
jie 踽
jie, 噍
jie; 啾
jio 旧
jioa 咀
jiu 践
jiu; 咭
jiua 噱
jiuu 趼
jiv 唧
jiv, 踞
jivv 踺
jivv, 跽
jiz 叽
jiz; 跏
jiza 鹃
jj 今
jj, 焦
jj,; 佼
jj,a 僦
jj,v 伎
jj; 价
jj;, 俭
jj;v 倦
jja 集
jjaa 侥
jjae 偕
jjao 借
jjaoa 僭 僵
jje 介
jje, 僬
jjee 儆
jjeu 件[jt] 牮
jjo 俱
jjoa 间[jr]
jjoz 偈
jju 剑
jju; 佶
jjuu 佳
jjv 假
jjv, 仅
jjv,a 倨
jjv; 俊
jjvv 健
jjvvu 倔
jjz 伽
jjza 鹪
jjze 隽
jjzo 阄
jk 接
jk, 技
jk,e 挤
jk,o 搅
jk; 捡
jk;, 搛
jk;a 搛
jk;v 捐
jka 捷
jka, 挟
jka,, 拣
jka; 撅
jkaa 拒
jkaau 掎
jke 徼
jke; 揪
jkee 挢
jko 揭
jkoe 攫
jku 街
jku; 拮
jkv 径
jkv, 抉 据[kb]
jkv; 捃
jkvv 掘
jkz 拘
jkz; 掬
jl 记
jl,u 计[j.]
jl; 矜
jl;; 袷
jl;v 衿
jl;z 谫
jla 诫
jla, 谏
jlaa 讵
jlao 谨
jlau 襟 军[ls]
jle 颈
jlo 迳
jlo; 扃
jlu 讲
jlu; 诘
jluo 裥
jluu 讦
jluuu 刭
jlv 肩
jlv, 艰
jlv,, 诀
jlv,a 裾
jlvo 谲
jlz 鸡
jlze 劲
jlzv 讥
jlzv, 皲
jm 具
jm, 兼
jm,, 煎
jm; 爝
jma 兼
jma, 粳
jma,, 桊
jmaa 炬
jmo 羯
jmo; 炯
jmoa 眷
jmoz 蠲
jmuv 精[mg]
jmv 卷
jmv, 烬
jmv; 糨
jmv;a 焗
jmva 爵
jmvv 翦
jmvvv 焗
jmz 姜
jmza 鹣
jmze 剪
jn 觉
jn, 惊
jn,; 謇
jn; 蹇
jn;z 窭
jna 寄
jna, 家[na]
jne 悸
jne; 窖
jno 惧
jno, 憬
jnu 寂
jnuu 举[nu]
jnv 窘
jnz 究
jo 见
jo, 蛟
jo,v 嵴
jo; 界
jo;, 睑 具[jm]
jo;e 蚧
jo;o 囧
jo;v 圈
joa 畸
joa, 睫
joa,, 蛱
joaa 虹
joav 羁
joe 瞿
joe, 雎
joee 峤
joev 矍
joo 迥
joou 岬
jooz 觊
jou 睛
jou, 贱
jouu 甲
jouuu 巾
jov 峻
jov, 赆
jova 囝
jovv 崛
joz 岌
jozv 虮
jp 尖
jq 近
jqo 舰
jqu 斤
jr 间
jr, 景
jr,; 皎
jra 臼
jre 敫
jro 晶
jroz 舅
js 姐
js, 较
js,; 姣
js,a 嫁
js,e 嫉
js,v 妓
js; 辑
js;v 娟
js;vv 妗
jsa 戒
jsa, 婕
jsau 姬
jsav 姬
jse 皆
jsee 娇
jseeu 轿
jseu 匠
jsu 奸
jsuv 婧
jsv 巨
jt 件
jt, 稼
jt; 积
jt;v 箭
jta 矩
jta, 榘
jta; 箕
jtaa 犄
jtao 嵇
jtaz 稽
jte 矫
jto 稷
jto; 犋
jtoz 笕
jtu 简
jtu, 笺
jtu; 秸
jtua 籍
jtuu 笄
jtv 犍
jtva 季
jtvv 毽
jtvz 筋
jtz 笈
jtz; 笳
ju 结
ju, 境
ju; 吉
ju;a 鉴
jue 颉
juo 监
juoa 趄
juu 坚
juv 紧
juvu 赳
juz 均
juz, 圾
juz; 嘉
juze 劫
juzee 劼
jv 即
jv, 胶
jv,, 孓
jv; 阶
jva 孑
jvaa 亟
jvo 胛
jvu 脚
jvuu 际
jvuuu 肼 阱
jvuv 腈
jvv 腱
jvva 胫
jvvv 卺
jvz 降
jvzv 肌
jw 几
jw, 久
jw,, 及[wk]
jw,; 狡
jw,;, 饺 鲛 鲸
jw,e 鲚
jw,z 獍
jw; 句
jw;, 灸
jw;a 咎
jw;v 狷
jwa 桀
jwa; 獗
jwao 馑
jwo 狙
jwo; 飓
jwu 祭
jwu, 饯
jwu; 鲒
jwuu 鲣
jwv 急
jwv, 觖
jwvv 九[j;] 鲫
jwz 角
jwza 鸠
jwze 解[wz]
jwzv 饥
jx 绝
jx, 绞
jx; 继
jx;, 缣
jx;a 缉
jx;a, 缣
jx;v 绢
jxa 缄
jxaa 缄
jxao 缰
jxaoa 缙
jxe 骄
jxee 缴
jxo 畿
jxu 绩
jxu; 结[ju]
jxuo 骥
jxuu 剿
jxv 纪
jxv; 骏
jxva 经[nx]
jxvu 纠
jxz 级
jxz; 驹
jxza 绛
jy 金
jy, 镜
jy,; 铰
jy,a 镓
jy; 锩
jya 韭
jya, 铗
jya; 镢
jyav 钜
jye 锦
jyez 镌
jyo 冀
jyo, 遽
jyoa 龃
jyou 钾
jyu 锏
jyv 键
jyv, 锯
jyvo 锔
jyvv 乩
jyvvv 锔
jyz 钧
jz 加
jz, 袈
jza 架
jzo 迦
jzv 驾
k 可以
k, 开始
k. 的。
k/ 的，
k; 的时候
ka 哭
ka, 矿
kae 夼
kao 盔
kau 奎
kauo 磕
kauu 刳
kauv 夸
kaz 砍
kb 据
kbu 垦
kbv 恳
kbz 尻
kc 框
kc, 枯
kca 柯
kcaa 栲
kcae 楷
kco 棵
kcu 槛
kd 可
kdo 渴
kdoo 溃
kdu 溘
ke 苦
ke, 蔻
kea 苛
keae 蒈
keo 蒉
keu 蒯
keuz 莰
kev 葵
kevv 芤
kf 的
kf;a 可[kd]
kfa 考
kfa, 戡
kfav 髡
kfe 酷
kfo 聩
kfoa 醌
kfv 恐
kfz 克
kfze 勘
kg 开
kga 珂
kgo 琨
kgu 刊
kgv 亏
kh 刻
kh, 廓
kh;z 况[ko]
kha 库
kha; 疴
khe 颏
khu 堃
khv 康
khvu 邝
khz 亢
ki 口
ki, 喀
ki,, 咳
ki,z 吭
ki; 哙
kia 跨
kia, 哭[ka]
kiau 哐
kiaua 喹
kio 喟
kiu 啃
kiu, 咔
kiuo 嗑
kiuu 跬
kiv 叩
kiz 咖
kj 推
kj, 伉
kj,a 倥
kj,e 阔
kj,z 闶
kj; 侃
kj;u 侩
kja 龛
kjau 侉
kje 傀
kjo 阃
kju 佧
kjv 阚
kjvu 郐
kjz 佝
kk 控
kk, 抗
kk,e 扩
kk; 扣
kka 扛
kka; 抠
kkaa 拷
kkae 揩
kkau 挎
kke 括
kko 捆
kkoa 看[kt]
kkv 揆
kl 课
kl, 裤
kla 诓
klv 裉
klz 诳
km 义
km, 烤
km,v 糠
km,z 炕
kme 夔
kn 快
kn, 慷
knaa 空[kx]
kne 宽
kne; 喾
knev 愧
knevv 忾
kno 悝
kno, 窠
knoa 悃
knoo 愦
knov 恺
knu 寇
knuo 窥
knv 慨
knvv 窟
knz 恪
knz; 客[kz]
ko 况
ko, 骷
ko,a 崆
ko,e 髋
ko; 贶
koa 困
koa; 岢
koa;, 眍
koau 眶
koaua 蝰
koaz 嵌
koe 颗
koe, 蝌
koe; 蛞
koo 髁
kou 瞌
kouu 剀
kouv 岿
kov 睽
kove 瞰
kovv 岂
koz 凯
kq 抓
kr 得
kr, 旷
kr,, 魁
kra 昆
krv 暌
ks 找
ksa 轲
kso 匮
ksu 匡
kt 看
kt, 科
kt,; 犒
kt,a 箜
kt,v 筷
kt,z 氪
kta 筐
kta; 筘
kto 篑
kto, 稞
ktu 靠
ku 待
ku, 坑
ku,e 圹
kua 堪
kua; 坷
kuau 垮
kuo 坤
kuo, 逵
kuov 垲
kuv 块
kuvv 堀
kuz 款
kuz; 坎
kuzv 壳
kv 报
kv; 脍
kva 胯
kvu 胩
kvv 孔
kw 狂
kw; 馗
kw;u 狯
kwo 馈
kwoa 鲲
kx 空
kx, 纩
kxa 绔
kxao 缂
kxo 骒
ky 肯
ky, 卡
ky,a 铐
ky,z 钪
kya 锴
kya; 钶
kyo 铠
kyo, 锞
kyoa 锟
kyu 铿
kyuu 锎
kyv 龈
kz 客
l 怎么
l, 离
l. 了。
l/ 了，
l; 六
la 来
la, 龙
la,, 烈
la,,, 裂
la,a 砬
la,e 硫
la; 殓
la;z 磷
laa 厉
laa; 奁
laa;a 砻
laaa 磊
laaaa 聋
laaae 砺
lao 厘
lau 列
laua 垄
lav 碌
laz 历
laz, 砾
laz,, 尥
laza 鹩
laze 励
lb 灵
lb, 隶
lb; 屡
lbe 履
lbo 逯
lbu 录
lc 楼
lc, 麓
lc,; 椋
lc,o 檩
lc,u 檩
lc; 栏
lc;v 柃
lc;z 楼[lc]
lca 林
lca, 栊
lca,, 楝
lcao 檑
lcaz 栳
lcaze 枥
lco 楞
lcoz 椤
lcu 棱
lcu; 榈
lcuo 榄
lcuv 栌
lcv 李
lcv; 棂
lcvv 榔
lcvvv 〇
lcz 柳
lcz, 栎
lcza 婪
lczo 榴
lczoa 橹
ld 流
ld, 漉
ld,; 濂
ld,a 滦
ld,o 漓
ld,u 浏
ld; 沦
ld;, 粱
ld;a 鎏
ld;e 潋
ld;o 鬲
ld;v 泠
ld;z 潞
lda 梁
lda, 涞
lda,, 泷
ldaa 淋
ldaa, 溧
ldao 涟
ldao, 潦
ldau 洌
ldaz 沥
ldaz, 濑
ldaza 漤
lde 涝
ldo 丽
ldo, 逦
ldoa 泪
ldoaa 澧
ldu 滤
ldua 澜
lduo 滥
lduv 泸
ldv 浪
ldva 漏
ldvu 郦
ldvu, 渌
ldvz 泐
ldz 洛
ldz, 泺
ldza 鹂
ldzo 溜
le 落
le, 蓠
le,v 蒗
le; 苓
le;e 蔹
le;z 蒌
lea 莲
lea, 莱
lea,, 茏
leao 蕾
leaz 苈
lee 莉
lee, 莅
lee; 藜
leeu 荦
leo 萝
leu 蓝
leu; 菱
leue 蔺
lev 芦
lev, 莨
lev; 蓼
lez 劳
lezz 荔
lf 两
lf, 吏
lf; 联
lf;a 酹
lf;v 聆
lfa 栗
lfo 醴
lfu 剌
lfv 鬣
lfv; 醪
lfz 赖
lfz; 酪
lfze 勒
lfzv 老[lp]
lfzvu 聊[lw]
lg 理
lg, 璃
lg,, 耒
lg,e 琉
lg; 璐
lg;v 玲
lg;z 耧
lga 琳
lga, 珑
lgao 琏
lgaz 嫠
lge 耢
lgo 靓
lgv 琅
lgz 珞
lh 立
lh, 凉
lh,, 来[la]
lh,o 凛
lh,o, 廪
lh,u 凛
lh,u, 廪
lh; 冷
lh;, 廉 六[l;]
lh;a 廉
lh;aa 吝 銮
lh;v 零
lh;z 露
lh;za 瘘
lh;zu 麟
lha 鹿
lha, 辣
lha,, 栾
lhaa 霖
lhae 疠
lhau 冽
lhauu 瘌
lhaz 雳
lhaz, 癞
lhaze 疬
lhe 旅
lhe, 旒
lheu 挛
lheuu 痢
lhez 痨
lho 雷
lho, 离[l,] 赉
lho; 脔
lhou 峦
lhov 瘰
lhu 刘
lhu; 凌
lhua 斓
lhv 率
lhv, 恋
lhv,, 蠃
lhv; 廖
lhva 孪
lhvaa 膂
lhve 庐
lhvu 疗
lhvuu 羸 酃
lhvv 廊
lhvz 癃
lhz 亮
lhza 鸾
lhzaa 娈
lhzo 瘤
li 路
li; 吕
li;v 呤
li;z 喽
lia 啦
lia, 咙
liaa 啉
liao 嘹
liaoa 喱
liau 咧
liauu 喇
liaz 呖
liaze 嘞
lie 唠
lieu 躏
lio 哩
lioz 啰
liv 踉
liva 唳
livo 躐
livv 啷
liz 另
liz, 跞
liz; 咯
liza 鹭
lize 叻
lizo 噜
lj 令
lj, 佬
lj; 侣
lj;; 闾
lj;v 伶
lj;z 伦
lj;za 偻
lja 例
lja, 俩
lja,, 瓴 阑
ljaa 傈
ljao 僚
ljao, 俪
lje 领
lje, 敛
ljeu 俐
ljo 赁
ljo, 倮
ljoa 俚
ljoo 儡
ljv 邻
ljv, 阆
ljvv 翎
ljz 仑
ljze 仂
lk 拉
lk, 掠
lk; 搂
lk;a 捋
lk;u 拦
lk;v 拎
lk;z 抡
lka 撩
lka, 拢
lka,, 徕
lkao 擂
lke 捞
lko 撂
lkov 摞
lku 揽
lkuz 掳
lkv 律
lkva 捩
lkz 撸
ll 论
ll, 良
ll,; 谅
ll; 褛
ll;, 裣
lla 戮
lla, 戾
llao 裢
llo 裸
llu 垒
llu, 诔
llua 谰
lluo 褴
llv 礼
llva 朗
llvu 郎
llvu, 禄
llz 鹨
lm 类
lm, 料
lm,a 粒
lm; 烂
lm;v 羚
lma 炼
lmaa 粝
lmao 燎
lmo 遴
lmu 兰
lmv 粮
lmve 炉
lmvv 粼
lmz 烙
lmza 娄
lmzo 熘
ln 连
ln, 懔
ln,u 懔
ln; 怜
lna 懒
lnao 寮
lne 牢
lno 愣
lnoa 悝
lnou 帘
lnv 寥
lnvz 窿
lo 里
lo, 蠊
lo,; 詈
lo,e 罹
lo,o 罱
lo; 髅
lo;v 岭
lo;v, 囹 蛉
lo;z 蝼
lo;za 嵝
lo;zu 嶙 瞵
lo;zv 囵
loa 睐
loa, 崃
loa; 瞭
loaa 蛎
loao 蜡
loe 崂
loeu 蜊
loo 逻
loov 螺
lov 累
lovv 螂
loz 罗
loz; 略
loz;, 岚
loz;a 赂
lp 老
lpz 劣
lq 诉
lqu 舻
lr 量
lr, 晾
lra 魉
lrz 旯
ls 军
ls, 姥
ls,a 辘
ls; 轮
ls;z 辚
lsa 辆
lso 娌
lso, 连[ln]
lsov 嫘
lsu 轳
lsz 辂
lsz, 轹
lt 利
lt, 笠
lt,a 簏
lt,o 篱
lt; 黎
lt;; 稆
lt;z 篓
lta 笼
lta, 梨
ltaa 篥
ltaz 籁
lte 犁
lto 箩
lto, 黧
ltu 篮
ltv 乱
ltv, 稂
ltv; 箓
ltvu 氯
ltz 氇
lu 社
lu, 垃
lu,a 墚
lu; 埒
lua 趔
lua, 垅
luaz 坜
lue 临
luo 览
luo, 塄
luu 垆
lv 了
lv, 臁
lv; 脸
lv;o 脶
lv;z 膦
lva 胧
lva, 陇
lvao 腊
lvav 陋
lvo 辽
lvu 陆
lvu; 陵
lvuv 胪
lvz 隆
lvze 肋
lvzea 隆
lw 聊
lw,, 乐[wp]
lw; 鳞
lwa 猎
lwao 獠
lwao, 鲡 鲢
lwaz 鳓
lwe 雒
lweu 猁
